BiGG,MNXM,Name,PC1,PC2,PC3,PC4,PC5
M_fadh2_c,MNXM1105762,FADH2,3.5139206538123333,-0.7178583785456999,-0.3048676370897571,1.8736238949988324,0.7209965171478734
M_glcur_c,MNXM1105765,D-glucuronate,-2.7009035726520576,-1.098142016667996,0.1469010116973489,-0.2260402781506127,1.4079075684069005
M_acgam1p_c,MNXM1105798,N-acetyl-alpha-D-glucosamine 1-phosphate,-1.3322122758651311,-2.010109244700679,-0.1093230834257166,1.4009240619114678,0.4667673858155318
M_acgal1p_c,MNXM1105799,N-acetyl-alpha-D-galactosamine 1-phosphate,-1.3321516788148804,-2.0100166298662603,-0.1093619932631832,1.4000454553302608,0.4661955589920649
M_fru_c,MNXM1105810,beta-D-fructose,-2.8852672144919427,-0.751096818209367,0.1715027334450232,-0.0388279062854111,0.7229796621910995
M_man_c,MNXM1105842,D-mannose,-2.9224468339210072,-0.7825279298143859,0.2157914253268771,-0.1692290066192172,0.8043186579533085
M_man6p_c,MNXM1105857,alpha-D-mannose 6-phosphate,-1.8146658323456728,-2.011205428044402,0.0250582685527686,1.1951218540808706,0.8593811424109461
M_g6p_c,MNXM1105858,D-glucose 6-phosphate,-1.8146052352954216,-2.011112813209982,0.0250193587153018,1.1942432474996645,0.8588093155874795
M_acmana_c,MNXM1105881,N-acetyl-D-mannosamine,-2.492915569227875,-0.9050470933355796,0.1851310170018316,-0.1032882231111809,0.5795417286428908
M_3hbcoa_c,MNXM1105912,(3S)-3-hydroxybutanoyl-CoA,3.972721603553947,-1.0081708809537135,-0.302669130733998,2.0635771819641957,0.5624097605583835
M_fmn_c,MNXM1105927,FMN,0.0243867044012756,-0.8130027776128627,-0.1022519910413916,1.1422382416471542,0.1301173285311075
M_acgal_c,MNXM1105933,N-acetyl-D-galactosamine,-2.4927337780771226,-0.90476924883232,0.1850142874894323,-0.1059240428548002,0.5778262481724908
M_acgam_c,MNXM1105935,N-acetyl-D-glucosamine,-2.4926731810268725,-0.9046766339978998,0.1849753776519657,-0.1068026494360064,0.5772544213490246
M_fad_c,MNXM1105936,FAD,3.4143249346636173,-0.4951395790668642,-0.067390599302002,1.349423421309279,0.6635521965938528
M_oxadpcoa_c,MNXM1105939,3-oxoadipyl-CoA,4.5411236555191605,-0.8814493207742807,-0.2914985488614827,2.036967458702565,0.8807933488669035
M_inost_c,MNXM1105941,myo-inositol,-2.978776312944647,-0.9157709764468484,0.4293797091745047,-0.6554560265313295,1.1942040291844789
M_dtdpglu_c,MNXM1105949,dTDP-alpha-D-glucose,1.3937823945541798,-1.3655822901108403,-0.3550723389755704,2.183954920400513,0.638261529419237
M_odecoa_c,MNXM1105956,(9Z)-octadecenoyl-CoA,5.460331397959723,-0.7123657057009019,-0.1649454929188836,1.4368817567937129,-0.7506588185956541
M_urate_c,MNXM1105965,urate,-3.469802619597393,0.7429580560379117,0.2012660561788747,-0.7327322386948044,0.6930596856307196
M_adpglc_c,MNXM1105977,ADP-alpha-D-glucose,1.6904930472510646,-1.511179608829634,-0.1077767477821352,1.82384569463999,1.0906401987661272
M_air_c,MNXM1105983,5-amino-1-(5-phospho-beta-D-ribosyl)imidazole,-1.580073098014668,-1.3678911380973915,-0.0662693195512168,1.204237241098189,0.6014141081151785
M_acmanap_c,MNXM1105998,N-acetyl-D-mannosamine 6-phosphate,-1.3965003019840674,-1.5079047598806148,-0.1101459392204374,1.3397031213595898,0.0754489905146218
M_acgam6p_c,MNXM1105999,N-acetyl-alpha-D-glucosamine 6-phosphate,-1.3376127099287811,-1.8856897466884104,-0.108414363552614,1.3816080298885274,0.5183342579759654
M_aact_c,MNXM1106,aminoacetone,-4.270299081267583,0.0573903970257805,0.0718349960615228,-0.6906123906742276,0.3170857159483733
M_malt_c,MNXM1106000,D-maltose,-1.2136918714206828,-0.7580272368245918,0.2232661159004705,-0.0517909394154217,1.4144508603532786
M_gdpfuc_c,MNXM1106003,GDP-beta-L-fucose,1.7245806129815022,-1.2425051322358178,-0.3611094078161597,2.214263449948428,0.8538212588807045
M_oc2coa_c,MNXM1106007,(2E)-octenoyl-CoA,4.2389467941589,-0.9254639494238116,-0.2728196689680436,1.8448129560788973,0.0822976757221041
M_tre_c,MNXM1106022,"alpha,alpha-trehalose",-1.2326369714139545,-0.7235348091040326,0.2343502197323381,-0.0387498453193093,1.4249341500846269
M_metsox_S__L_c,MNXM1106045,L-methionine (S)-S-oxide,-3.188871680702995,-1.1162616728664376,0.0914954219451098,0.0744601608443094,-0.0955372088745782
M_acnam_c,MNXM1106047,N-acetyl-beta-neuraminate,-1.319209201945848,-1.087304662243829,-0.2392837889350281,0.7893395920667345,0.7322988246169211
M_man1p_c,MNXM1106057,alpha-D-mannose 1-phosphate,-1.774806704822399,-2.1178866072990346,0.0050381088996616,1.2580918353824126,0.764219413650222
M_g1p_c,MNXM1106065,D-glucopyranose 1-phosphate,-1.7747461077721494,-2.1177939924646143,0.0049991990621953,1.2572132288012057,0.7636475868267548
M_gal1p_c,MNXM1106067,alpha-D-galactose 1-phosphate,-1.7746855107218975,-2.1177013776301936,0.0049602892247287,1.2563346222199994,0.7630757600032883
M_g3pe_c,MNXM1106082,glycerophosphatidylethanolamine,-2.412220377701308,-1.4007612134955472,-0.0203675531604765,0.8873029380465591,-0.4424337732975893
M_malcoa_c,MNXM1106093,malonyl-CoA,4.023198109023322,-0.9751775053665432,-0.3179004873158836,2.114472514451535,0.9050745333978708
M_fdp_c,MNXM1106095,"beta-D-fructose 1,6-bisphosphate",-1.1459477428829634,-1.914436291834468,0.0177379791957292,1.2317648056825503,1.171817143554218
M_minohp_c,MNXM1106105,1D-myo-inositol hexakisphosphate,1.5833454680844603,-2.368979681523238,0.341089208583741,0.5175450611680312,2.904953028670484
M_dtdprmn_c,MNXM1106112,dTDP-beta-L-rhamnose,1.1912205477571491,-1.3593160021190382,-0.3508199577076146,2.0904087194217182,0.4614666568300379
M_hdcoa_c,MNXM1106135,(9Z)-hexadecenoyl-CoA,5.21752125763636,-0.7551302897142176,-0.1878590180729369,1.5044899363094424,-0.5964533296387858
M_ppcoa_c,MNXM1106156,propanoyl-CoA,3.6827366162259545,-1.0446901516402,-0.3121567320247657,2.032311710006462,0.4097885414128308
M_pmtcoa_c,MNXM1106160,hexadecanoyl-CoA,5.275522441230581,-0.772087286776832,-0.1759606664786314,1.4948961994600105,-0.6846789925177411
M_lys__L_c,MNXM1106164,L-lysine,-3.353065765516741,-0.4481591327546215,-0.0567932241097112,-0.2290133842974867,0.17072785276675
M_3hhdcoa_c,MNXM1106166,(3S)-hydroxyhexadecanoyl-CoA,5.441919476965772,-0.7549625669252946,-0.1793939892321543,1.528409648510725,-0.4619798396593724
M_g3pg_c,MNXM1106891,sn-glycero-3-phospho-(1'-rac-glycerol),-2.0146386873031967,-1.810655465078557,-0.0203702631152569,0.9532781962160348,0.0289103279145593
M_fuc__L_c,MNXM1106903,alpha-L-fucose,-3.134392408853331,-0.7562238789452984,0.2315425315594206,-0.3378896756915211,0.6492542893103513
M_2dglc_c,MNXM1107111,2-Deoxy-D-glucose,-3.134517076710517,-0.6614812795776878,0.2054624585022447,-0.2470158002051823,0.5013921313990233
M_udcpdp_c,MNXM1107136,"di-trans,octa-cis-undecaprenyl diphosphate",3.584972675530467,-0.7524372629808295,0.3540390115133878,-0.8545207324408133,-3.9977411475598994
M_mal__L_c,MNXM1107192,(S)-malate,-3.577356856828677,-0.5569408399467604,0.1728203184388955,-0.6386777799504745,1.0995017441845023
M_uamr_c,MNXM1107410,UDP-N-acetyl-alpha-D-muramate,2.560757166449977,-1.3305634045013672,-0.3406380777095043,2.0264480295250937,1.0967692878032989
M_2fe2s_c,MNXM1107419,[2Fe-2S](2+),-5.985903689163916,9.698609409329586,-0.9654798450561438,-1.3410262334582783,0.7728971242392201
M_fmnh2_c,MNXM1107623,FMNH2,0.1544173971779965,-1.150570166481388,-0.3542512685805636,1.674103792376495,0.1968805466094638
M_LalaDgluMdap_c,MNXM1107671,"L-Alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate",-0.91125523431801,-0.4000956027515313,0.0842965441123707,-0.4225396457295013,-0.2422817979336287
M_appl_c,MNXM1107675,1-aminopropan-2-ol,-4.443182791548787,0.3760947622477799,0.3545941405596461,-1.248894405259371,0.3393342707579043
M_galct__D_c,MNXM1107694,galactarate,-2.739386403266027,-1.0958862241400875,0.3016371119434793,-0.8049980172151142,1.6400678446812818
M_glcr_c,MNXM1107695,D-glucarate,-2.7393258062157755,-1.0957936093056675,0.3015982021060127,-0.8058766237963205,1.6394960178578146
M_23ddhb_c,MNXM1107702,"2,3-dihydroxy-2,3-dihydrobenzoic acid",-3.347371766166188,-0.2193416964150438,-0.0072620338136438,-0.1969183168639693,0.4158360335577641
M_dtdp4addg_c,MNXM1107704,"DTDP-4-amino-4,6-dideoxy-D-galactose",1.197721070042505,-1.383817356026735,-0.3494688906167431,2.038799414106764,0.3161111212641454
M_ocdcea_c,MNXM1107708,(9Z)-octadecenoate,-2.2612808733020224,-0.3087375946352164,0.3007993000715431,-1.1027100523883715,-1.155187189485859
M_cpmp_c,MNXM1107741,cyclic pyranopterin phosphate,-0.631852236736892,-1.5731030086330977,-0.4089291989095281,1.943835862301392,0.336866893247668
M_hemeO_c,MNXM1107744,Fe(II)-heme o,1.889571640542168,9.883555316557588,-2.647823795264055,1.2369143927265744,-2.35870163333439
M_cit_c,MNXM1107753,citrate,-2.900509379333349,-1.1856010904528047,0.2554291773216964,-0.6138255817461448,1.354297163471594
M_dmlz_c,MNXM1107754,"6,7-Dimethyl-8-(1-D-ribityl)lumazine",-1.4934132069859254,-0.2719944582219571,-0.0412470973759087,0.093136064298635,0.6126108025605197
M_u3aga_c,MNXM1107760,UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine,3.9418018225077662,-1.1138088524612029,-0.2455107451699343,1.6709141048297356,-0.1123372425058751
M_u3hga_c,MNXM1107764,UDP-3-O-[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosamine,3.560483976825502,-1.1426285813133634,-0.2429002805677328,1.678104015817756,-0.1124758982078077
M_his__L_c,MNXM1107769,L-histidine,-3.3900314646676475,0.0690781057002129,-0.0415705108607817,-0.3690606434445757,0.5817254733584905
M_6pgg_c,MNXM1107797,6-phospho-beta-D-glucosyl-(1->4)-beta-D-glucose,-0.1311316362516017,-1.4779868936871552,-0.0395598334561393,1.3222236834832175,0.909578701646654
M_fe3dcit_c,MNXM1107801,Fe(III)dicitrate,-0.8100259799250935,12.614032098496336,-6.806186676106691,9.85654581905416,-0.9784493773380556
M_asn__L_c,MNXM1107821,L-asparagine,-3.5144673216236337,-0.1519179249028279,-0.0153724185171503,-0.3160831251340238,0.1302814375702853
M_murein4px4px4p_c,MNXM1107894,Three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain),21.21651998150553,2.3858952456924998,0.5589001043195516,-1.565750623462413,4.891465777492336
M_f6p_c,MNXM1107898,beta-D-fructose 6-phosphate,-1.7955226258118306,-1.919298516791729,-0.0226504766998695,1.2012039508873338,0.767210734807807
M_hdcea_c,MNXM1107900,(9Z)-hexadecenoate,-2.538124984330349,-0.3373445510477858,0.2785713341044052,-1.053817336202184,-0.9301904707711884
M_no_c,MNXM1107902,nitric oxide,-6.300439960370324,4.240699703721782,1.1464868238995158,-5.93324956415115,2.511813873128924
M_mmcoa__S_c,MNXM1107904,(S)-methylmalonyl-CoA,4.147996340437794,-0.9574308918653702,-0.3115397833268223,2.053750446663972,0.8201811299628634
M_o2s_c,MNXM1107906,superoxide,-4.84609365711494,4.996013878016419,-1.6338807816104477,1.6457909239207122,0.4242616452674982
M_dhpmp_c,MNXM1107940,Dihydroneopterin monophosphate,-1.0139512712386212,-1.1404343005030766,-0.4100725382139644,1.7736673373217762,0.3325850188505925
M_adphep_DD_c,MNXM1107947,ADP-D-glycero-beta-D-manno-heptose,2.010093202548378,-1.5174073313622478,-0.1109092094043482,1.8107540803378264,1.169426835878324
M_gmhep1p_c,MNXM1107954,D-Glycero-D-manno-heptose 1-phosphate,-1.4506321430403164,-2.0189594386326224,-0.0377363658932577,1.262298697323124,0.620784116364598
M_hkndd_c,MNXM1107974,"2-hydroxy-6-oxonona-2,4-dienedioic acid",-2.818187765494976,0.1954323970670402,-0.0751984371799935,-0.3881375304938021,-0.0888447827916902
M_ttdcea_c,MNXM1107981,(9Z)-tetradecenoate,-2.807817723579973,-0.3617850500655564,0.253122386847818,-0.991830883393424,-0.7127824724326117
M_3hcinnm_c,MNXM1107995,(2E)-3-(3-hydroxyphenyl)prop-2-enoate,-3.479818400923594,0.2845191668420011,-0.2939420010621437,-0.1011757534477254,0.311228780587968
M_nicrnt_c,MNXM1108016,nicotinate beta-D-ribonucleotide,-1.1414752725740291,-1.558211374967088,-0.2667653491509141,1.568821911332162,0.8418596213312678
M_h2_c,MNXM1108018,H2,-7.5676046810407485,15.323372425551488,35.15381698895283,8.279314742915451,-1.042358127960621
M_rib__D_c,MNXM1108051,D-ribose,-3.2968454664367126,-0.4161210761006244,0.2244397996471828,-0.3499199959309765,0.5942962403663288
M_dhptd_c,MNXM1108056,"4,5-dihydroxy-2,3-pentanedione",-3.606660438999978,-0.5160955042230861,0.1664025415544885,-0.6892926975372172,0.3721940065315629
M_13dpg_c,MNXM1108073,(2R)-3-phospho-glyceroyl phosphate,-2.0708355689680453,-1.6931933123668022,-0.1045350200923916,0.9147645941968868,0.8905816107971374
M_etoh_c,MNXM1108092,ethanol,-4.934560430320931,1.6242424409374294,0.2904815178346778,-1.553520892456441,0.2904556179975692
M_ppp9_c,MNXM1108136,protoporphyrin IX,0.4311673023647144,0.1522873015411501,0.3237475491820274,-1.1953942266596462,-0.2205517343944492
M_2dr1p_c,MNXM1108138,2-deoxy-alpha-D-ribose 1-phosphate,-2.3176585925751265,-1.8385201575251773,-0.0416217583166871,1.2081530119477435,0.3308000214003802
M_gal_c,MNXM1108175,alpha-D-galactose,-2.917417278750208,-0.7748408985575304,0.2125619088171611,-0.2421533528593494,0.7568570316055833
M_asp__L_c,MNXM1108206,L-aspartate,-3.546660559684252,-0.2497780542800537,-0.0664796636426813,-0.2901549427940009,0.6446648567841529
M_3sala_c,MNXM1108289,3-sulfino-L-alanine,-3.2433568195368587,-1.3784203870615797,0.1649836120216636,0.0192626930340445,0.3700516657421446
M_adphep_LD_c,MNXM1108522,ADP-L-glycero-beta-D-manno-heptose,2.0110627553523863,-1.515925494011529,-0.1115317668038116,1.796696375038524,1.1602776067028588
M_gal_bD_c,MNXM112,beta-D-galactose,-2.9171748905492065,-0.7744704392198506,0.2124062694672952,-0.245667779184175,0.7545697243117168
M_pro__L_c,MNXM114,L-proline,-3.660057480312745,-0.2195962923956928,-0.040651891622789,-0.2012389058297085,0.1102795183792998
M_dann_c,MNXM1140,"(7R,8S)-7,8-diammoniononanoate",-2.975081904343628,-0.6000997970382067,-0.0150173563594059,-0.2973249447210007,-0.1354627676417372
M_2aobut_c,MNXM114087,(2S)-2-amino-3-oxobutanoate,-3.746762444846246,-0.2424636649647903,0.0135578755165189,-0.4707452086519002,0.2781998007619103
M_sucorn_c,MNXM1152,N(2)-succinyl-L-ornithine,-2.4073003575164997,-0.5651881444185097,-0.2109735254950051,0.0715157345943219,-0.1177111101549507
M_slnt_c,MNXM1157,selenite,-5.709560662198463,6.747168230671408,-0.3330441789087228,-3.012003106313468,1.733653236587248
M_frulysp_c,MNXM11605,Fructoselysine Phosphate,-0.5015357151297761,-1.3935884043025573,-0.090447759612508,1.2904116168120188,0.0445039490497417
M_2mecdp_c,MNXM1168,"2-C-methyl-D-erythritol 2,4-cyclic diphosphate",-1.6905413018326003,-2.177582283592005,-0.0336016618837296,1.1414274052258866,0.3071377483451275
M_urea_c,MNXM117,urea,-4.7647351747025,1.504052706972405,0.259869442076168,-1.4967344763642707,0.6933134780127177
M_3dhgulnp_c,MNXM1170,3-dehydro-L-gulonate 6-phosphate,-1.735780614821445,-2.0251216839535777,0.0214907123180481,0.7394378187801642,0.8918583663793154
M_4h2opntn_c,MNXM1176,(S)-4-hydroxy-2-oxopentanoate,-3.5383927054959683,-0.5842357681494592,0.058424018797941,-0.3891351790837011,0.3882032916894421
M_4pasp_c,MNXM1177,4-phospho-L-aspartate,-2.481898409890239,-1.5847409606147345,-0.099923060071139,0.8102445113253617,0.5832438094059107
M_5aprbu_c,MNXM1178,5-amino-6-(5-phospho-D-ribitylamino)uracil,-0.8349809128342205,-1.1824662717509695,-0.3600757030247042,1.6678461351306726,0.5449638560759026
M_hacolipa_c,MNXM11799,hepta-acylated core oligosaccharide lipid A,38.831918929153886,4.321511009183605,1.8172933677219607,-4.26168082222043,7.447374412047042
M_ptrc_c,MNXM118,putrescine,-4.704594034519305,0.9234017227828312,0.5361126437353967,-1.8411112342148583,1.0475496833820406
M_ara5p_c,MNXM1184,D-arabinose 5-phosphate,-2.1753349922892458,-1.936953091299076,0.0264551576107457,0.9826852625362622,0.2378183769706437
M_ppgpp_c,MNXM1189,"guanosine 3',5'-bis(diphosphate)",1.5684597690056652,-1.1345371911164093,-0.3684308673170705,2.1082050262922207,1.0428160183321338
M_mpt_c,MNXM1193,molybdopterin,-0.6204402883897759,-1.7473133576833806,-0.1410093100770618,1.457620164423616,0.3891914484355926
M_23dhmp_c,MNXM1202,"(2R,3R)-2,3-dihydroxy-3-methylpentanoate",-3.344011312156675,-1.1941370800645608,0.1646516526006014,-0.4226918743756838,0.217696374861728
M_sucbz_c,MNXM1212,2-succinylbenzoate,-2.7682226473974594,-0.4044204528553134,0.0608617569446608,-0.4100095231836104,0.5810034798129604
M_mercppyr_c,MNXM1214,2-oxo-3-sulfanylpropanoate,-3.6969043679738,-0.91833209498949,0.1204790361431328,-0.0562357849911734,0.1338647359496196
M_2dda7p_c,MNXM1219,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate,-1.61982717182698,-1.935613879262448,0.0413576612980315,0.7218821205244049,0.7502722095532198
M_5prdmbz_c,MNXM1224,alpha-ribazole 5'-phosphate,-1.1964707202739613,-1.4220719094819052,0.0792174041646787,0.5931942366378391,0.7951900249932552
M_hcys__L_c,MNXM123,L-homocysteine,-3.561728432924274,-0.987773132714137,0.086971128860101,-0.0283092003824698,-0.2272939432904502
M_galt_c,MNXM1233,galactitol,-3.072958928674699,-0.7192284009788916,0.3919577586956635,-0.8284716729479963,0.6034877974484555
M_xu5p__L_c,MNXM1238,L-xylulose 5-phosphate,-2.23727953531448,-1.967644435250436,0.008486117814887,0.726420152273409,0.5144070456709491
M_spmd_c,MNXM124,spermidine,-4.059309177351027,0.5468189207553031,0.5013079995047383,-1.7638127424159693,1.0708680743088146
M_h2s_c,MNXM124865,hydrogen sulfide,-6.749063087801056,5.661932938733653,2.941177356748572,-7.019750954904479,0.913201616410952
M_12ppd__S_c,MNXM1255,"(S)-propane-1,2-diol",-4.421663039650651,0.4259829617295445,0.3095596685718672,-1.1458343043052717,0.2478279277102153
M_skm5p_c,MNXM1265,3-phosphoshikimate,-2.009946379566541,-1.8774391715515624,0.0515559062721195,0.8667787178350618,0.8135728177800371
M_met__D_c,MNXM1275,D-methionine,-3.455088172231521,-1.0955737985399616,0.1190633181016273,-0.1438969406844097,-0.1743469290722736
M_ca2_c,MNXM128,Ca(2+),-6.640852223288432,13.21545949813882,-3.1548510334004685,2.296953220687036,-0.544820506440011
M_glu5p_c,MNXM1280,L-glutamyl 5-phosphate,-2.306357953833889,-1.568627863245853,-0.1352543944233455,0.9890162929468606,0.2927843834281917
M_histd_c,MNXM1281,L-histidinol,-3.676287835971431,-0.0399666336537848,0.1926555744794556,-0.909271796281232,0.7516714823042104
M_co2_c,MNXM13,CO2,-5.126647568008959,2.6114211149458946,-0.0399598076738394,-1.5483184903448155,0.4141290788533383
M_dmpp_c,MNXM132,dimethylallyl diphosphate,-2.2625419543051946,-1.8166938937044224,-0.0724238861585144,0.9160679684026554,-0.2280671418833856
M_phom_c,MNXM1334,O-phospho-L-homoserine,-2.6023872527934784,-1.5847385757259,-0.0888557285483715,0.9306865841866522,0.2188775878242675
M_selnp_c,MNXM1339,selenophosphate,-5.373328913617782,6.557667402150613,-0.4427891250523146,-2.2030085619052606,0.760517567440327
M_3psme_c,MNXM1365,5-O-(1-carboxyvinyl)-3-phosphoshikimate,-1.213668982933576,-1.7386345974392876,0.02516982159431,0.9111468364841128,0.8887620399265668
M_ghb_c,MNXM13761,(2S)-3-sulfopropanediol,-3.1294351304030648,-1.5954122186869788,0.2376876132748872,0.1511095366433879,0.0820052416416357
M_ggbutal_c,MNXM1378,4-(gamma-L-glutamylamino)butanal,-2.63436814324779,-0.1912190398318998,-0.0137191373335568,-0.3776612755340381,-0.3190394164410479
M_cbp_c,MNXM138,carbamoyl phosphate,-3.3548570825570896,-1.2600682494269182,0.0683469386258762,0.0679744819627951,0.8003689266753784
M_acg5p_c,MNXM1384,N-acetyl-L-glutamyl 5-phosphate,-1.8362395019524276,-1.5969622199007578,-0.1869339136965893,1.0467257922299766,0.1118547878947935
M_prfp_c,MNXM1397,1-(5-phospho-beta-D-ribosyl)-5-[(5-phospho-beta-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,1.3795456449065422,-1.2460664245989674,-0.1346741307111167,1.5390729331212296,1.3150742236932151
M_34dhpac_c,MNXM1401,"3,4-dihydroxyphenylacetaldehyde",-3.582529482338111,0.2511784305918531,0.1531664896436342,-0.9620714991437772,0.300952177638624
M_pppn_c,MNXM1403,3-phenylpropanoate,-3.644813674946635,-0.0883912322560545,0.1806835486177104,-0.9074501339742708,0.4828705742746103
M_gg4abut_c,MNXM1406,4-(gamma-L-glutamylamino)butanoate,-2.330025426058402,-0.418234761329026,-0.2462521877241249,0.1769126353212351,-0.1453194308651431
M_4per_c,MNXM1407,4-phospho-D-erythronate,-2.4612923610026938,-1.959530058521327,0.1065379520779641,0.5082705911322097,0.8655203394108851
M_prlp_c,MNXM1408,5-[(5-phospho-1-deoxy-D-ribulos-1-ylimino)methylamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide,1.3507453179990323,-1.276724057536929,-0.1483490862239332,1.49076697238744,1.2188364377380665
M_thr__L_c,MNXM142,L-threonine,-3.7064153490206926,-0.372707050229651,0.0368789285837157,-0.5863921558581934,0.3245549955552794
M_eig3p_c,MNXM1422,D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate,-2.27727794049541,-1.4992280338565094,0.0087991508466837,0.8149273023781987,0.5772963189216483
M_ala_B_c,MNXM144,beta-alanine,-4.092518392571937,0.3592629916485764,-0.0683551058863222,-0.4316636720093247,0.110964131829007
M_ugmd_c,MNXM1446,"UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate",6.057879438076447,-0.7742079009896657,-0.2276031731666086,1.69747476568115,1.3459290841505949
M_ru5p__D_c,MNXM145,D-ribulose 5-phosphate,-2.235582817907463,-1.9650512198866776,0.0073966423658263,0.7018191679996297,0.498395894613885
M_glu1sa_c,MNXM1453,(S)-4-amino-5-oxopentanoate,-3.6223937429153583,-0.0063758315920283,-0.0180540588254562,-0.4553428207354781,0.1356868210127511
M_2cpr5p_c,MNXM1455,1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,-1.0612549116601389,-1.4992100046431849,-0.0756010895327688,1.014584244331387,0.5995262885381034
M_imacp_c,MNXM1456,3-(imidazol-4-yl)-2-oxopropyl phosphate,-2.420983001470583,-1.3587134673331676,-0.0981529215659437,0.8661572458844844,0.4712513905892224
M_4adcho_c,MNXM1458,4-amino-4-deoxychorismate,-2.584542071472536,-0.2486158931452904,-0.1059068693230354,-0.0580228126279239,0.5334754192287734
M_um4p_c,MNXM147329,"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine",6.679998912011279,-0.6640234048376069,-0.187100033441135,1.5327767702852428,1.430569534297406
M_hisp_c,MNXM1482,L-histidinol phosphate,-2.4556796793873144,-1.1612669709673098,-0.1022249107804657,0.8236332736584255,0.2950853741837779
M_mso3_c,MNXM1485,methanesulfonate,-3.933041942042896,-0.8632732610667375,0.3538699973956908,-0.9043638162337538,-0.1211521663010054
M_pran_c,MNXM1489,N-(5-phospho-beta-D-ribosyl)anthranilate,-1.0834753178495835,-1.490679321711585,-0.0113850994514178,0.9981864270038204,0.7841458030030736
M_thrp_c,MNXM1492,O-phospho-L-threonine,-2.623920126911576,-1.851741197986156,-0.0120825851637418,0.5951281647793196,0.3949679880802934
M_ppap_c,MNXM1499,propanoyl phosphate,-3.0581198674113987,-1.5125266131336648,-0.1743100764879483,1.008360847343839,-0.2018381237269789
M_udpLa4o_c,MNXM1505,UDP-beta-L-threo-pentopyranos-4-ulose,1.049037227540839,-1.2347740588142264,-0.3478226023327948,1.8770127124349905,0.9371356942848182
M_ohpb_c,MNXM1514,(R)-3-hydroxy-2-oxo-4-phosphooxybutanoate,-2.423761030884224,-1.7496623455778766,-0.0058698257607222,0.6063758071191533,0.7939305732130083
M_g3pi_c,MNXM1517,sn-glycero-3-phospho-1D-myo-inositol,-0.8661072078730343,-2.0828088980526345,-0.0404901633139073,1.295329788567601,0.5870554193890017
M_dtdp_c,MNXM152,dTDP,-0.4823482821281974,-1.3242240856488674,-0.4028010788824706,1.844175007949812,0.3814011644668964
M_3hppnl_c,MNXM1526,3-hydroxypropanal,-4.368863413812723,0.6678111142944511,0.1211539044737419,-0.9990536988287158,0.1994770380231375
M_34hpp_c,MNXM153,3-(4-hydroxyphenyl)pyruvate,-3.138913738586965,0.0039382387680574,-0.2802653153169898,0.10993384858599,0.4113657179346742
M_dmbzid_c,MNXM1531,"5,6-dimethylbenzimidazole",-4.648877899151508,1.5992001501155555,1.1012217734942795,-3.2320332713061206,0.7525195534872193
M_5apru_c,MNXM1532,5-amino-6-(5-phospho-D-ribosylamino)uracil,-0.8079276655036275,-1.151157011359841,-0.3718864789143193,1.678503649518071,0.6354144968606351
M_gdptp_c,MNXM1561,guanosine 3'-diphosphate 5'-triphosphate,2.323696343158042,-1.0634167943576942,-0.3533038416659231,2.099202125827014,1.221660236988471
M_hg2_c,MNXM1562,Hg(2+),-6.365792133244079,13.28447113760834,-3.1391846909312897,2.158446149481633,-0.3702905805459699
M_sl2a6o_c,MNXM1563,(S)-2-succinylamino-6-oxoheptanedioate,-1.7089711056251031,-0.5978181931362399,-0.2658924439711879,0.3338202279663962,0.1937827333789676
M_idon__L_c,MNXM1565,L-idonate,-2.759864046008232,-1.1146693787723,0.1935763291772587,-0.4587929790432286,0.8295873885400877
M_ura_c,MNXM158,uracil,-4.228484944138131,1.069312812147016,0.1737910174100716,-1.1763891087366567,0.5329712102680629
M_2obut_c,MNXM159,2-oxobutanoate,-3.852107925403754,-0.3224809730610978,0.0294329501212046,-0.4186994934706746,0.1348439248201204
M_3c4mop_c,MNXM1602,(2S)-2-isopropyl-3-oxosuccinate,-2.973355919917432,-1.082022299839871,0.1256439523418547,-0.4464776117786562,0.2579318101053964
M_mal__D_c,MNXM1608,(R)-malate,-3.569842822597604,-0.545456600478687,0.1679954985930549,-0.7476249960200694,1.028595218074648
M_pydx5p_c,MNXM161,pyridoxal 5'-phosphate,-2.212829214833923,-1.224471669221605,-0.213464646243956,0.9468369926701238,0.0643696599806446
M_3amac_c,MNXM162288,(Z)-3-aminoacrylate,-4.274748867008116,0.3330429781501215,0.1296729059462627,-1.179221427136397,0.868193038770733
M_2dh3dgal_c,MNXM1627,2-dehydro-3-deoxy-D-galactonate,-2.984549587710225,-0.8312175612848894,0.1070630052467946,-0.4326632597546735,0.6453054894257945
